Region,Soil_Type,Crop,Rainfall_mm,Temperature_Celsius,Fertilizer_Used,Irrigation_Used,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare
North,Sandy,Cotton,216.7975682183609,34.275013134766226,1,1,Sunny,91,3.695016629643231
South,Sandy,Cotton,980.7140400626064,23.15292021804204,1,0,Rainy,92,6.621360440923851
North,Sandy,Wheat,938.0388170142908,31.068977768573912,0,1,Cloudy,121,6.414878621892152
North,Clay,Maize,459.7322500780402,36.39744356379571,1,0,Cloudy,105,5.120124086565213
South,Chalky,Soybean,513.4027933284135,36.33012822019944,0,0,Sunny,101,4.3057973169675146
South,Chalky,Maize,417.5577135492631,39.30021951667599,0,0,Sunny,89,2.84339134319547
North,Loam,Cotton,484.5279985567464,33.719552653843785,0,0,Sunny,80,1.8743843351869791
East,Loam,Maize,256.0159478741173,27.12819822518942,1,1,Cloudy,66,3.799352791234793
North,Sandy,Barley,941.354244507959,31.442153455251376,1,0,Sunny,129,8.336097956991484
North,Clay,Wheat,489.2372608180749,35.43590828391393,0,0,Cloudy,111,3.769510773041873
East,Peaty,Cotton,339.7220288677364,32.4437907306843,0,1,Sunny,65,3.5100007661907098
East,Clay,Rice,755.5053936092421,15.952480653159174,0,1,Rainy,75,5.063402233716194
West,Clay,Soybean,613.8409773281587,32.51709562019619,1,0,Sunny,119,4.896863430395058
South,Silt,Soybean,993.6150708615494,27.43331318923354,0,1,Sunny,123,7.673306004674202
North,Clay,Maize,309.40347644780513,26.875601157897,1,0,Cloudy,83,4.239053687172727
South,Chalky,Rice,809.0573735808774,29.845993121150872,0,1,Cloudy,131,5.644589013814295
East,Silt,Wheat,148.6050113223734,21.670023972114016,0,1,Rainy,109,2.26876442480036
West,Sandy,Soybean,148.1004934050316,31.946393059093584,0,0,Sunny,82,1.0507987885704873
North,Peaty,Barley,365.4778552819734,38.85530543684982,1,0,Cloudy,140,3.4229668670513567
West,Peaty,Rice,535.9776692185994,26.729477047031253,1,1,Sunny,91,5.638967071045533
West,Chalky,Barley,723.0007904402314,29.75726282537551,0,1,Cloudy,112,5.215872459469528
East,Clay,Maize,975.0940748451,25.47470907965598,1,0,Cloudy,62,6.936301748060193
North,Clay,Wheat,577.1675473759934,22.969750239338072,1,0,Cloudy,145,5.099432534480084
South,Chalky,Barley,144.7971379750441,36.13517910767105,1,0,Sunny,89,2.6770448833356144
West,Sandy,Cotton,859.4868908749881,24.54509838472261,0,1,Cloudy,124,7.181583592573233
South,Clay,Cotton,352.20538998978094,27.654528403107843,1,1,Sunny,128,4.918885941535609
West,Loam,Cotton,258.2714039826112,15.91843742620087,0,0,Sunny,80,2.0509140974981803
North,Sandy,Wheat,291.4807246730391,31.57392105537484,1,0,Sunny,72,4.323801652292166
North,Silt,Wheat,879.9414693200356,38.90236754861097,0,1,Cloudy,143,6.080307235354305
West,Clay,Soybean,440.9000840651523,28.571239059475097,0,1,Cloudy,79,3.4597870565080977
South,Clay,Cotton,475.52547928565696,17.74993260071772,0,0,Sunny,135,2.419311560060526
South,Clay,Cotton,471.76398696638887,29.94030974667859,0,1,Sunny,66,3.982451767122844
West,Chalky,Wheat,945.7808988875724,20.533602622468425,1,1,Cloudy,105,8.567117516306563
South,Sandy,Barley,843.9749985651965,29.65921238534241,0,0,Cloudy,137,4.813142639892985
East,Sandy,Rice,544.6772249623964,33.16042086991307,0,0,Rainy,103,4.305110090292982
West,Sandy,Cotton,446.7479344196314,17.937328549233737,1,1,Rainy,99,5.104453735524942
East,Loam,Cotton,396.3005324660078,15.989977197913,0,1,Rainy,71,3.4643112663509856
North,Sandy,Maize,183.760612599728,20.18207283085961,0,0,Rainy,110,1.6088665343471975
West,Silt,Maize,691.971221419901,32.21318294432304,1,1,Sunny,91,6.464491163382417
North,Sandy,Soybean,244.18404819110492,15.026373634125544,1,0,Sunny,121,4.364610172788024
West,Clay,Rice,963.6759196110148,37.037307156939065,0,1,Sunny,131,7.024992791189192
South,Clay,Maize,952.7427855818254,37.12006356891715,0,1,Rainy,143,6.978360660238537
North,Chalky,Rice,293.5336154812535,23.888127463977256,1,1,Rainy,101,4.742776921166525
West,Chalky,Maize,747.5751737933246,26.78335540540812,1,1,Sunny,64,6.04391918613165
South,Sandy,Wheat,681.8058431568634,19.36070057489896,1,1,Rainy,107,6.518506568707618
West,Loam,Maize,507.0756658406191,37.17002533447391,1,0,Rainy,133,4.717176050332891
West,Peaty,Soybean,508.310148567984,39.12582177931469,1,0,Sunny,104,4.984685063633232
South,Sandy,Wheat,807.6026834351657,34.72880449390178,1,1,Rainy,133,8.076730178545096
East,Sandy,Rice,431.8082767405536,20.66624844650261,0,1,Cloudy,127,4.60863293163809
North,Chalky,Soybean,969.3079543126084,16.732864625488485,1,0,Cloudy,127,6.020202632315998
South,Clay,Maize,473.1129350193031,34.10385056915924,1,1,Cloudy,83,5.999574112034535
East,Silt,Soybean,181.02388421799725,37.86909852612884,0,0,Rainy,67,1.4899566150528507
West,Sandy,Wheat,893.7788238109531,24.246751366443966,0,0,Sunny,85,4.706100239846994
North,Chalky,Wheat,551.4689021631411,29.124110819232392,0,0,Cloudy,65,2.585983220767456
South,Clay,Wheat,427.0105978128332,30.48243422446091,0,1,Rainy,96,3.624893865629174
South,Loam,Cotton,181.5855069669711,16.38042937798659,0,0,Rainy,146,1.481687157819825
West,Peaty,Barley,688.2324367837488,25.495926757229256,1,0,Cloudy,78,5.189126539863931
North,Peaty,Wheat,871.0705625050009,36.91667647801078,1,1,Cloudy,131,8.22279066707002
West,Peaty,Barley,248.78244293214289,37.74207832507904,0,0,Rainy,141,2.903535422073745
North,Silt,Soybean,622.0997458269466,16.048274382215528,1,0,Sunny,86,4.317267888014313
East,Chalky,Barley,227.53952678143887,20.66242530694437,0,0,Cloudy,109,0.7856783977988413
East,Sandy,Wheat,656.9262355390415,37.42143250745878,1,0,Rainy,74,6.126572433205011
South,Chalky,Cotton,603.0410827173938,15.72460034071072,0,0,Cloudy,92,3.4644175447990326
South,Sandy,Wheat,779.3095464681866,25.424236658119103,0,1,Rainy,60,6.74369555213716
East,Silt,Soybean,630.9487537573348,35.50610231625035,1,0,Cloudy,72,5.245815609729872
South,Silt,Maize,587.0646440770297,39.69792364323581,0,0,Cloudy,135,3.5744703859206903
East,Loam,Maize,407.0983253359775,29.85226770727335,0,0,Rainy,129,1.9106531412542196
East,Clay,Maize,819.3746887907613,36.77209846886841,0,0,Cloudy,107,4.6625972798153565
West,Silt,Rice,312.73138118142657,15.841375695000036,1,0,Sunny,74,2.616037986680074
West,Chalky,Wheat,570.8258000392013,23.940142296755997,1,1,Rainy,141,5.647748260700751
South,Sandy,Wheat,614.2803084508665,25.986513565649627,0,0,Rainy,123,3.6546888801774737
East,Loam,Wheat,828.3340707042657,38.88934196245659,0,1,Sunny,80,5.44044705462932
North,Peaty,Barley,116.61638397726342,18.520252883953948,0,1,Sunny,69,2.550454876102106
South,Clay,Wheat,901.9311335878232,16.979039082760085,0,0,Sunny,90,4.745898468845406
East,Chalky,Rice,728.3360872438631,38.58644901111007,1,0,Rainy,144,5.954048560690675
West,Peaty,Rice,485.698383327634,23.55006055322668,1,1,Rainy,115,5.077315596142293
North,Silt,Maize,878.4523912355509,33.45903325942753,1,0,Sunny,129,6.461531354422792
West,Clay,Rice,783.01018689218,24.076908441728243,1,1,Rainy,71,6.390137550305483
West,Clay,Soybean,964.7572772659464,21.612205912336243,0,1,Rainy,84,6.238758027375059
North,Silt,Rice,849.5393582158173,17.85226069461604,0,0,Cloudy,90,4.406286024985541
North,Chalky,Wheat,920.4182990232002,26.697851308057743,0,0,Sunny,72,5.447426645686852
West,Silt,Wheat,380.5307550409138,38.03409557074893,0,0,Rainy,77,2.871876561064446
North,Silt,Barley,325.1361633156373,19.791163539602472,1,0,Sunny,142,3.2480927271384967
North,Clay,Soybean,340.69415076497364,39.22263879837267,1,1,Rainy,107,4.968763194033083
East,Silt,Cotton,494.2364477803538,15.3051510131991,1,0,Rainy,107,4.357258714227642
South,Sandy,Soybean,113.53083498652484,20.790346734343583,1,1,Sunny,67,3.5273819663070234
West,Sandy,Maize,291.70721376635265,21.212142442413047,1,0,Rainy,70,3.90015053248001
East,Loam,Wheat,970.6660727466718,24.707830663136,1,1,Rainy,99,8.968687506792609
East,Chalky,Soybean,149.11162766765216,34.736102679189685,1,1,Rainy,100,4.305769040783715
East,Sandy,Rice,834.5874804133875,32.365741882157785,1,1,Rainy,123,6.930956880806972
South,Silt,Barley,293.8717598922966,28.67350592621728,1,1,Rainy,128,4.657689416354473
North,Sandy,Maize,159.1048817421796,25.23714221192641,1,1,Sunny,98,3.4793825705969788
East,Clay,Soybean,246.9752431237119,33.52025182155965,0,0,Sunny,85,1.8989305554761005
West,Sandy,Wheat,468.8134580315517,36.869102297413576,0,1,Cloudy,73,3.7093755040658896
West,Clay,Rice,245.13058677030256,31.808830908804183,0,1,Sunny,140,3.807835398223909
North,Clay,Soybean,669.7952604210257,15.960906734346445,0,1,Cloudy,139,4.720169504379965
East,Clay,Soybean,656.2963504355084,25.612554750517035,0,0,Cloudy,82,3.212239253351856
West,Loam,Wheat,872.3011148135321,26.06804612056498,0,1,Cloudy,109,6.74633129009406
North,Silt,Barley,518.8811353858026,35.85818855193491,1,1,Cloudy,132,5.803649494078257
East,Silt,Cotton,331.0551847199769,25.914254177626496,0,0,Rainy,60,3.2985442574292723
South,Loam,Rice,289.89971388173296,25.51544634384592,0,1,Cloudy,96,2.7355873872683745
North,Sandy,Wheat,955.1308198637234,30.55989343686981,1,0,Sunny,78,6.329236521173349
South,Loam,Cotton,538.0383557766447,30.47074896140801,1,1,Rainy,112,6.157264233540952
West,Loam,Soybean,480.82912420481154,19.18086628583134,0,0,Cloudy,77,2.2569042097752634
North,Sandy,Soybean,103.8622474790328,32.13812652152836,0,1,Cloudy,125,1.929285546858436
North,Clay,Barley,544.6329788825982,22.965363401853416,1,1,Rainy,122,5.256917129241321
West,Loam,Rice,637.1270832115225,16.15174723043838,0,1,Sunny,134,5.25806514383146
West,Chalky,Cotton,534.2328914734283,23.452637852272545,1,1,Sunny,68,5.492409750712844
South,Loam,Soybean,247.42264942401985,28.88484931599245,1,0,Rainy,82,4.197326825417257
North,Clay,Soybean,230.34934829203075,36.22619118247643,1,0,Sunny,128,3.431854672367068
South,Loam,Cotton,624.1586756025272,24.585311148401484,0,0,Rainy,113,3.2017064941338425
West,Sandy,Wheat,561.1565941895996,39.91059572844564,1,0,Sunny,98,4.536979361694405
West,Loam,Rice,196.6385300770994,24.868726969042104,1,0,Rainy,132,2.432346903894931
North,Loam,Soybean,636.0126777951223,21.056169459451223,1,0,Rainy,147,4.784449247309631
South,Peaty,Maize,889.4348455184676,15.210483669321688,1,1,Rainy,123,7.410649516120734
South,Clay,Wheat,294.4054117060949,15.328312608322792,1,1,Cloudy,61,4.860758610406867
West,Silt,Rice,823.3251695641914,37.33985374382468,0,0,Rainy,104,4.704970831522665
West,Loam,Wheat,476.8581503154894,29.97523032968492,0,0,Sunny,119,2.1364006030798848
West,Peaty,Barley,521.8068526757185,26.380672282669696,1,1,Rainy,85,6.010315881938476
North,Sandy,Barley,158.34921194482826,15.137486807729548,0,1,Rainy,140,2.1576130604489028
West,Chalky,Cotton,972.6966949652976,35.88860769924113,0,0,Sunny,99,4.970370640542639
West,Chalky,Maize,225.27897589465212,36.78583505720442,0,1,Rainy,129,2.89429863233308
West,Loam,Soybean,498.2336917310696,32.42043586270265,1,1,Cloudy,102,4.878758636878514
East,Loam,Cotton,500.4849930772879,18.53730905330268,1,1,Sunny,128,4.753892792296551
North,Silt,Maize,480.740249737753,35.33508038095204,1,1,Rainy,138,5.7544688060534375
East,Loam,Barley,852.5283675731802,37.26210471873557,0,1,Cloudy,64,5.548848905727669
South,Clay,Wheat,104.9162146525038,21.14351591396303,1,1,Cloudy,87,3.920521142516836
East,Clay,Cotton,134.24692992277372,20.5358889023778,1,1,Cloudy,113,4.453530338607837
East,Loam,Maize,679.631087906369,30.42979760901161,0,0,Sunny,82,4.709521290609617
South,Sandy,Maize,126.67711674105342,36.33199462858421,0,1,Cloudy,90,1.9475650370928936
South,Chalky,Cotton,963.870648921523,35.8353076780236,1,0,Cloudy,69,7.364398269832626
North,Chalky,Cotton,596.8491645945337,29.738455813404425,1,0,Cloudy,65,5.588163995142096
East,Clay,Rice,582.353435000384,22.858427282435333,0,0,Cloudy,63,3.4685030108821544
West,Loam,Cotton,849.4599224251315,20.71043051667232,1,1,Rainy,148,6.872709891523703
West,Clay,Soybean,622.9454268217518,25.10313371270889,0,1,Cloudy,127,5.115298057247569
West,Chalky,Wheat,747.2608329679603,20.81528794865444,1,0,Rainy,110,4.797205998056371
East,Clay,Wheat,365.2531863023107,27.459332634415382,1,0,Sunny,112,3.5410421389500946
East,Peaty,Barley,532.4953906401076,31.4376506622958,1,0,Rainy,64,3.758316318073047
West,Chalky,Cotton,824.8197592012998,20.253168384929104,1,0,Rainy,96,5.979507595151088
East,Peaty,Cotton,288.82717961730623,21.021928753466717,0,0,Sunny,115,1.9917675768511736
West,Peaty,Wheat,673.4903482663493,39.23838277392505,0,0,Sunny,137,4.96269180031608
North,Silt,Soybean,539.5861838723864,32.1962171633662,0,0,Cloudy,83,3.9139633969968655
East,Chalky,Barley,865.6914444646291,28.21417527493353,0,1,Rainy,135,6.327310453189351
North,Clay,Cotton,442.2409613433684,30.16996807129203,1,1,Cloudy,110,4.931612107527467
East,Loam,Wheat,145.73940044314813,19.44131390729707,1,1,Sunny,121,3.2314761859829697
North,Clay,Rice,602.4816635404269,27.858018235205236,1,0,Sunny,91,5.739127700983038
North,Peaty,Maize,938.740982668221,16.556705632285578,1,1,Rainy,102,7.31706143099737
West,Chalky,Maize,933.331214108826,15.118169855338804,1,0,Rainy,60,6.654171834090574
North,Loam,Barley,359.48784671994974,26.84092350051753,1,1,Cloudy,62,4.407894294456416
North,Sandy,Cotton,418.5718790272688,21.391131784287268,1,1,Sunny,142,4.309332496993769
South,Loam,Barley,107.356995305455,19.758031061687856,0,1,Rainy,135,2.4778473822809937
East,Loam,Rice,842.311663827626,17.245909988717624,0,0,Sunny,68,4.602228933273901
South,Silt,Maize,797.950791010294,24.6186655310077,0,0,Rainy,88,5.206501666898627
North,Chalky,Barley,841.4305037670541,31.57522736032097,0,0,Sunny,77,5.187918377611492
West,Silt,Wheat,342.8367847256634,30.375873619855064,0,0,Cloudy,84,1.4142809688196074
East,Clay,Barley,509.91618183479534,37.9069280669227,0,0,Rainy,83,3.681159851120933
West,Loam,Barley,410.6608402061512,22.168156583153085,1,1,Rainy,144,5.388443849850224
West,Sandy,Cotton,997.1564951869884,23.35139330397095,0,1,Cloudy,114,6.821355721224013
West,Peaty,Barley,475.2551842146924,33.125180714206586,1,1,Cloudy,85,6.109317503235218
East,Silt,Wheat,395.7919614423272,34.46715004951209,1,1,Sunny,147,4.822290267373953
West,Loam,Soybean,475.1098769931275,39.47325143644233,1,0,Rainy,124,4.526829930329082
South,Peaty,Cotton,784.049033037107,18.352463949579658,1,0,Cloudy,114,6.440871728616555
West,Sandy,Maize,257.4505778629266,19.620024023050625,1,0,Cloudy,107,2.726010228895052
North,Loam,Barley,761.6747474527634,28.532859376116697,0,1,Sunny,124,5.246055221631004
West,Sandy,Soybean,511.4354411827473,16.316878423371577,0,0,Cloudy,63,3.393001005957315
West,Sandy,Rice,447.0650607050743,35.88613229600272,1,1,Rainy,129,5.748391753164592
East,Peaty,Cotton,972.7606885760592,25.322728306509816,0,0,Rainy,127,4.912379204429537
South,Sandy,Barley,481.25544588734505,24.54302344592796,0,0,Sunny,122,2.316731430407469
West,Loam,Wheat,519.9586525426515,38.19753136865671,1,0,Rainy,108,4.768302084750576
North,Sandy,Soybean,696.1058292525659,20.887854055879245,1,0,Rainy,134,4.667756139948383
West,Sandy,Rice,595.5034088759421,20.17061263454703,1,0,Sunny,92,4.643776968268142
East,Peaty,Rice,353.2504620518779,36.09197072672048,1,1,Cloudy,62,5.673698120787523
North,Chalky,Maize,951.2025364822484,19.576984975895066,0,0,Sunny,86,4.420529992127952
East,Peaty,Barley,458.1630714431185,27.847520361412307,1,1,Sunny,72,6.527372823738784
North,Clay,Cotton,854.0483735704111,26.49188068803391,1,0,Rainy,83,5.459396799914607
North,Sandy,Soybean,396.38358208247865,36.70369640506292,0,0,Sunny,135,3.57537167212847
East,Clay,Wheat,622.383573105037,22.578878553166177,0,0,Rainy,148,3.255479903537408
North,Peaty,Barley,108.93908028350346,23.576383755359235,1,0,Sunny,134,2.786905975546339
West,Loam,Wheat,646.2973350133016,35.002048962685166,1,1,Sunny,62,6.996053315677693
South,Loam,Rice,180.4050646613805,38.63214917195376,0,1,Rainy,94,3.2934096439984715
North,Loam,Soybean,934.5115618583412,35.12820291998196,1,0,Sunny,80,7.326167339546968
East,Sandy,Cotton,107.83522948544352,38.67128901524583,0,0,Sunny,106,0.5236669658424496
West,Silt,Maize,110.76783374589732,20.55566550990132,0,1,Sunny,122,2.26165526631413
East,Peaty,Rice,572.9348536078812,26.403928830408763,1,1,Rainy,88,6.519018561661391
North,Sandy,Soybean,956.7388361383208,26.486539583653457,1,1,Sunny,98,8.335355813932106
West,Peaty,Rice,964.6308348954454,37.50102410647851,0,0,Rainy,148,4.93678230993656
North,Clay,Rice,596.6525847496785,18.818104300548686,0,0,Cloudy,62,3.8305994166602906
North,Sandy,Cotton,231.87291916392857,23.529824036963248,0,0,Rainy,106,1.2525878742960497
East,Clay,Wheat,265.07679690470127,25.71991101252804,0,0,Cloudy,72,1.8146799681619807
North,Silt,Cotton,939.427712214653,20.513658584714268,0,0,Rainy,79,5.641781183962099
North,Peaty,Rice,692.5177094277917,17.653004982894537,1,0,Cloudy,136,4.787149012637656
West,Sandy,Wheat,196.93420226953788,20.01706149055972,0,0,Cloudy,130,1.4561125899887335
East,Silt,Cotton,135.49564265911076,36.55681062712486,0,0,Sunny,95,1.0824791804154923
North,Silt,Rice,314.2838348069815,33.585642606066685,0,1,Sunny,121,3.2274500305138365
North,Clay,Barley,173.865773033866,38.968508996041095,0,1,Rainy,100,3.133359603598681
East,Peaty,Soybean,938.4117692672852,27.879679921941307,1,0,Sunny,107,6.344068764474985
South,Clay,Soybean,813.802103858576,37.66136429020952,0,1,Rainy,138,6.275275002017572
South,Sandy,Cotton,776.6140948549289,16.125344929813313,0,0,Cloudy,78,3.83575481430857
North,Sandy,Cotton,480.833238431319,34.595823480082814,1,1,Sunny,74,7.079618294058203
North,Loam,Barley,444.0086921609678,31.55764467961148,1,1,Sunny,103,5.737874001809341
West,Clay,Barley,497.91271022855136,29.93492159160347,1,0,Sunny,67,4.35307062257153
South,Silt,Wheat,479.42713582934704,30.702221628576133,1,0,Sunny,96,5.078975569475471
East,Chalky,Barley,423.7411738759264,16.04863458312318,0,0,Cloudy,135,1.9835117270498457
East,Chalky,Wheat,803.7560743074204,21.90582287252385,0,0,Rainy,119,4.418445427423019
South,Silt,Wheat,395.63172640646894,20.03179370916641,1,1,Cloudy,131,5.706320743283655
North,Clay,Soybean,161.5238030568409,21.424738867445036,0,0,Cloudy,71,0.8721472009092411
North,Loam,Cotton,386.3028977142153,22.14872476936177,0,1,Sunny,146,3.551733752759402
East,Silt,Rice,360.14751346526646,18.67767782145971,0,0,Sunny,143,2.858181948707952
West,Sandy,Wheat,429.5358562512481,16.82672437187535,0,1,Cloudy,147,3.6616382411351824
East,Sandy,Wheat,365.4932324352861,15.211072997864736,0,1,Sunny,143,3.582603982016481
East,Chalky,Barley,841.5142726564832,31.657044858437597,0,0,Sunny,103,3.707627095209249
South,Chalky,Wheat,161.4685331412143,16.862124712450424,0,1,Sunny,105,2.3180690232125296
East,Loam,Maize,870.692532313354,17.309180938376628,0,0,Cloudy,76,4.845796788137428
North,Peaty,Cotton,691.7350748764165,37.35134477636591,0,1,Rainy,93,4.770154927147037
West,Sandy,Soybean,726.4432372513587,21.44200157720944,0,0,Cloudy,85,3.467933621244149
North,Chalky,Cotton,824.315082162938,30.775668091742432,0,0,Rainy,98,4.534747489303423
East,Sandy,Barley,259.4016967169648,27.05052131412888,0,0,Sunny,129,2.4839970007307164
North,Clay,Soybean,891.9798880756066,33.42386884362528,1,0,Rainy,96,6.86990580022745
East,Silt,Soybean,298.6425089159964,35.446914915688524,0,1,Sunny,132,3.055595200150351
North,Sandy,Wheat,665.7412006950298,28.13066725693838,1,0,Sunny,125,5.18185868162989
South,Peaty,Rice,761.1061021396782,23.70884795794932,0,1,Cloudy,71,5.468520989143169
North,Clay,Wheat,767.1770766438651,25.643718128779668,0,0,Rainy,69,3.733700591282746
North,Chalky,Soybean,614.7869796568293,16.54256140206298,0,0,Sunny,131,3.215816991270774
